emp_no,first_name,last_name,title,from_date,to_date
463010,Abdelwaheb,Prochazka,Senior Engineer,5/7/1996,1/1/9999
463019,Jovan,Figueira,Senior Staff,4/3/1993,1/1/9999
463019,Jovan,Figueira,Staff,4/4/1988,4/3/1993
463027,Peer,Pews,Engineer,2/3/1985,2/3/1993
463027,Peer,Pews,Senior Engineer,2/3/1993,1/1/9999
463030,Kazuhito,Oppitz,Senior Staff,12/7/1992,1/1/9999
463030,Kazuhito,Oppitz,Staff,12/8/1986,12/7/1992
463041,Navid,Litecky,Engineer,9/2/1993,9/2/1999
463041,Navid,Litecky,Senior Engineer,9/2/1999,1/1/9999
463042,Billie,Peron,Engineer,8/16/1994,1/1/9999
463067,Oddvar,Gyorkos,Engineer,6/3/1987,6/2/1992
463067,Oddvar,Gyorkos,Senior Engineer,6/2/1992,1/1/9999
463076,Mechthild,Swen,Engineer,2/18/1985,2/18/1991
463076,Mechthild,Swen,Senior Engineer,2/18/1991,1/1/9999
463078,Shirish,Mateescu,Senior Staff,12/31/1995,1/1/9999
463078,Shirish,Mateescu,Staff,12/30/1988,12/31/1995
463081,Leen,Chaudhury,Assistant Engineer,9/16/1988,9/16/1993
463081,Leen,Chaudhury,Engineer,9/16/1993,9/16/1998
463081,Leen,Chaudhury,Senior Engineer,9/16/1998,1/1/9999
463092,Arnould,Peres,Engineer,5/19/1987,5/19/1995
463092,Arnould,Peres,Senior Engineer,5/19/1995,1/1/9999
463093,Evgueni,Frolund,Senior Staff,5/31/1994,1/1/9999
463093,Evgueni,Frolund,Staff,5/31/1989,5/31/1994
463098,Howell,Merlo,Technique Leader,7/16/1988,1/1/9999
463131,Cathie,Bolsens,Engineer,1/14/1991,1/13/1997
463131,Cathie,Bolsens,Senior Engineer,1/13/1997,1/1/9999
463141,Marsha,Masaki,Senior Engineer,6/15/1988,1/1/9999
463147,Georgy,Terwilliger,Senior Staff,8/2/1997,1/1/9999
463147,Georgy,Terwilliger,Staff,8/2/1990,8/2/1997
463149,Valeska,Kamber,Staff,3/15/1996,1/1/9999
463152,Premsyl,Schiper,Engineer,11/4/1989,11/4/1997
463152,Premsyl,Schiper,Senior Engineer,11/4/1997,1/1/9999
463155,Aemilian,Sabnani,Senior Engineer,4/26/1985,1/1/9999
463156,Vojin,Miake,Senior Staff,2/15/1987,1/1/9999
463161,Subhash,Milicia,Senior Engineer,7/14/1985,1/1/9999
463185,Yahiko,Rosay,Senior Staff,7/10/1996,1/1/9999
463187,Sachin,Penn,Technique Leader,10/2/1986,1/1/9999
463214,Toshimo,Acton,Assistant Engineer,11/14/1992,11/14/1997
463214,Toshimo,Acton,Engineer,11/14/1997,1/1/9999
463250,Arup,Ranta,Engineer,2/20/1986,2/20/1991
463250,Arup,Ranta,Senior Engineer,2/20/1991,1/1/9999
463252,Demin,Krzyzanowski,Engineer,6/21/1985,6/21/1993
463252,Demin,Krzyzanowski,Senior Engineer,6/21/1993,1/1/9999
463256,Mabhin,Demos,Senior Staff,12/20/1990,1/1/9999
463256,Mabhin,Demos,Staff,12/20/1985,12/20/1990
463260,Masako,Muntz,Engineer,2/6/1996,2/5/2002
463260,Masako,Muntz,Senior Engineer,2/5/2002,1/1/9999
463286,Kwangho,Avouris,Senior Staff,6/27/1999,1/1/9999
463286,Kwangho,Avouris,Staff,6/27/1991,6/27/1999
463310,Yoshimitsu,Melichar,Engineer,6/24/1991,6/24/1998
463310,Yoshimitsu,Melichar,Senior Engineer,6/24/1998,1/1/9999
463311,Fuqing,Scharstein,Engineer,3/31/1986,3/31/1995
463311,Fuqing,Scharstein,Senior Engineer,3/31/1995,1/1/9999
463312,Keung,Godskesen,Staff,8/11/1999,1/1/9999
463316,Seongbae,Iwayama,Senior Engineer,2/22/1992,1/1/9999
463317,Marco,Baar,Senior Staff,5/27/1996,1/1/9999
463317,Marco,Baar,Staff,5/28/1990,5/27/1996
463327,Udo,Keirsey,Engineer,7/4/1986,7/4/1991
463327,Udo,Keirsey,Senior Engineer,7/4/1991,1/1/9999
463334,Tran,Peak,Assistant Engineer,12/13/1996,1/1/9999
463340,Danae,Buchter,Senior Engineer,7/12/1997,1/1/9999
463360,Ung,Benantar,Senior Staff,8/8/1995,1/1/9999
463360,Ung,Benantar,Staff,8/8/1987,8/8/1995
463368,Kotesh,Irland,Engineer,4/11/1986,4/11/1991
463368,Kotesh,Irland,Senior Engineer,4/11/1991,1/1/9999
463370,Khue,Eiter,Staff,10/31/1998,1/1/9999
463377,Greger,Ranai,Staff,7/12/1999,1/1/9999
463388,Udaiprakash,Wrigley,Senior Staff,5/4/1986,1/1/9999
463392,Masoud,Vandervoorde,Senior Staff,12/19/2001,1/1/9999
463392,Masoud,Vandervoorde,Staff,12/19/1994,12/19/2001
463393,Bilhanan,Takkinen,Engineer,1/21/1988,1/20/1994
463393,Bilhanan,Takkinen,Senior Engineer,1/20/1994,1/1/9999
463397,Gay,Kenevan,Senior Staff,3/21/1993,1/1/9999
463401,Chrisa,Boyle,Senior Staff,11/20/1990,1/1/9999
463401,Chrisa,Boyle,Staff,11/20/1985,11/20/1990
463413,Kristinn,Lorys,Senior Engineer,9/30/1985,1/1/9999
463426,Tetsurou,DuCasse,Engineer,12/2/1986,12/2/1991
463426,Tetsurou,DuCasse,Senior Engineer,12/2/1991,1/1/9999
463431,Lalit,Samarati,Senior Staff,5/12/1994,1/1/9999
463431,Lalit,Samarati,Staff,5/12/1988,5/12/1994
463444,Patricia,Zambonelli,Assistant Engineer,12/1/1987,11/30/1992
463444,Patricia,Zambonelli,Engineer,11/30/1992,11/30/1997
463444,Patricia,Zambonelli,Senior Engineer,11/30/1997,1/1/9999
463449,Aemilian,Varman,Engineer,10/6/1988,10/6/1996
463449,Aemilian,Varman,Senior Engineer,10/6/1996,1/1/9999
463459,Mohammed,Farrag,Engineer,11/21/1986,11/20/1992
463459,Mohammed,Farrag,Senior Engineer,11/20/1992,1/1/9999
463463,Katsuyuki,Klerer,Senior Staff,9/16/1995,1/1/9999
463464,Conor,Adachi,Engineer,11/24/1987,11/23/1993
463464,Conor,Adachi,Senior Engineer,11/23/1993,1/1/9999
463491,Jouko,Dichev,Assistant Engineer,5/11/1991,5/10/1997
463491,Jouko,Dichev,Engineer,5/10/1997,1/1/9999
463500,Lorien,Terkki,Senior Staff,1/10/1999,1/1/9999
463500,Lorien,Terkki,Staff,1/10/1990,1/10/1999
463519,Navid,Munch,Senior Staff,3/24/1996,1/1/9999
463524,Koldo,Papadias,Assistant Engineer,8/7/1989,8/7/1995
463524,Koldo,Papadias,Engineer,8/7/1995,8/6/2001
463524,Koldo,Papadias,Senior Engineer,8/6/2001,1/1/9999
463529,Inderjeet,Kusakabe,Engineer,2/15/1985,2/15/1993
463529,Inderjeet,Kusakabe,Senior Engineer,2/15/1993,1/1/9999
463537,Sashi,Kulisch,Senior Staff,3/18/1993,1/1/9999
463537,Sashi,Kulisch,Staff,3/18/1988,3/18/1993
463544,Dietrich,Gornas,Engineer,4/20/1988,4/20/1993
463544,Dietrich,Gornas,Senior Engineer,4/20/1993,1/1/9999
463548,Chinho,Huhdanpaa,Engineer,10/4/1999,1/1/9999
463551,Luerbio,Ramaiah,Engineer,2/24/1985,2/24/1990
463551,Luerbio,Ramaiah,Senior Engineer,2/24/1990,1/1/9999
463552,Boaz,Brodie,Staff,7/7/1996,1/1/9999
463554,Kristina,Kranzdorf,Engineer,12/24/1986,12/23/1992
463554,Kristina,Kranzdorf,Senior Engineer,12/23/1992,1/1/9999
463556,Monique,Emmart,Senior Staff,11/20/1995,1/1/9999
463556,Monique,Emmart,Staff,11/19/1988,11/20/1995
463615,Sariel,Quittner,Senior Staff,6/9/1992,1/1/9999
463615,Sariel,Quittner,Staff,6/9/1985,6/9/1992
463621,Lidong,Kobara,Engineer,11/24/1986,11/24/1991
463621,Lidong,Kobara,Senior Engineer,11/24/1991,1/1/9999
463649,Leaf,Picaronny,Senior Staff,9/25/1995,1/1/9999
463649,Leaf,Picaronny,Staff,9/24/1988,9/25/1995
463658,Weiyi,Kroha,Staff,9/7/1995,1/1/9999
463659,Gretta,Driscoll,Engineer,9/27/1991,9/27/1998
463659,Gretta,Driscoll,Senior Engineer,9/27/1998,1/1/9999
463660,Bedir,Ratnakar,Senior Staff,2/22/1993,1/1/9999
463660,Bedir,Ratnakar,Staff,2/22/1986,2/22/1993
463661,Minghong,Janocha,Senior Staff,11/8/1988,1/1/9999
463665,Berthier,Hutter,Engineer,10/15/1996,10/15/2001
463665,Berthier,Hutter,Senior Engineer,10/15/2001,1/1/9999
463672,Jixiang,Kobara,Engineer,3/5/1989,3/5/1995
463672,Jixiang,Kobara,Senior Engineer,3/5/1995,1/1/9999
463679,Constantijn,Thimonier,Engineer,4/7/1988,4/7/1993
463679,Constantijn,Thimonier,Senior Engineer,4/7/1993,1/1/9999
463681,Gian,Kalefeld,Engineer,11/6/1988,11/7/1995
463681,Gian,Kalefeld,Senior Engineer,11/7/1995,1/1/9999
463696,Sigeru,Babu,Senior Staff,1/21/1995,1/1/9999
463696,Sigeru,Babu,Staff,1/21/1988,1/21/1995
463699,Roded,Bardell,Technique Leader,9/8/1997,1/1/9999
463700,Giao,Maraist,Senior Staff,12/22/1998,1/1/9999
463700,Giao,Maraist,Staff,12/22/1992,12/22/1998
463717,Mari,Pell,Senior Staff,1/12/2001,1/1/9999
463717,Mari,Pell,Staff,1/13/1996,1/12/2001
463725,Wonhee,Zumaque,Engineer,6/24/1986,6/23/1992
463725,Wonhee,Zumaque,Senior Engineer,6/23/1992,1/1/9999
463731,Weidon,Erev,Senior Staff,10/19/1994,1/1/9999
463731,Weidon,Erev,Staff,10/19/1986,10/19/1994
463736,Howell,Smeets,Engineer,7/14/1985,7/14/1994
463736,Howell,Smeets,Senior Engineer,7/14/1994,1/1/9999
463738,Hairong,Pellegrinelli,Senior Engineer,8/13/1998,1/1/9999
463746,Berhard,Reistad,Staff,7/13/1995,1/1/9999
463748,Francesca,Yeung,Assistant Engineer,10/30/1985,10/30/1994
463748,Francesca,Yeung,Engineer,10/30/1994,1/1/9999
463751,Toshimi,Sommer,Engineer,4/2/1985,4/2/1994
463751,Toshimi,Sommer,Senior Engineer,4/2/1994,1/1/9999
463760,Charmane,Carrera,Engineer,10/25/1987,10/24/1992
463760,Charmane,Carrera,Senior Engineer,10/24/1992,1/1/9999
463768,Mihalis,Pillow,Engineer,7/6/1998,1/1/9999
463777,Gor,Rosca,Senior Staff,8/20/2000,1/1/9999
463777,Gor,Rosca,Staff,8/20/1993,8/20/2000
463781,Val,Heystek,Senior Staff,12/13/1990,1/1/9999
463781,Val,Heystek,Staff,12/13/1985,12/13/1990
463785,Marlo,Felder,Senior Staff,5/11/1985,1/1/9999
463793,Jongsuk,Takanami,Senior Staff,11/22/2000,1/1/9999
463793,Jongsuk,Takanami,Staff,11/22/1992,11/22/2000
463804,Ymte,Potthoff,Engineer,2/1/1988,1/31/1994
463804,Ymte,Potthoff,Senior Engineer,1/31/1994,1/1/9999
463806,Freyja,Borstler,Engineer,2/24/1999,1/1/9999
463808,Berni,Mitchem,Engineer,7/31/1992,7/31/1997
463808,Berni,Mitchem,Senior Engineer,7/31/1997,1/1/9999
463814,Lena,Kandlur,Engineer,2/17/1985,2/17/1993
463814,Lena,Kandlur,Senior Engineer,2/17/1993,1/1/9999
463825,Gao,Coombs,Staff,2/28/1998,1/1/9999
463845,Kiyomitsu,Steinauer,Senior Engineer,9/23/1985,1/1/9999
463862,Baocai,Compeau,Engineer,3/30/1993,3/30/1999
463862,Baocai,Compeau,Senior Engineer,3/30/1999,1/1/9999
463869,Tooru,Zumaque,Senior Staff,8/21/1992,1/1/9999
463869,Tooru,Zumaque,Staff,8/22/1987,8/21/1992
463917,Harngdar,Cummings,Engineer,11/2/1986,11/1/1992
463917,Harngdar,Cummings,Senior Engineer,11/1/1992,1/1/9999
463921,Lalit,Bahr,Staff,11/24/1999,1/1/9999
463932,Conrado,Marakhovsky,Senior Staff,9/9/2001,1/1/9999
463932,Conrado,Marakhovsky,Staff,9/9/1996,9/9/2001
463936,Giri,Schlenzig,Senior Staff,5/8/1994,1/1/9999
463936,Giri,Schlenzig,Staff,5/8/1987,5/8/1994
463945,Mads,Sifakis,Senior Staff,7/29/1994,1/1/9999
463945,Mads,Sifakis,Staff,7/29/1985,7/29/1994
463959,Lein,Zaccaria,Engineer,4/12/1985,4/11/1991
463959,Lein,Zaccaria,Senior Engineer,4/11/1991,1/1/9999
463973,Christ,Bierbaum,Senior Staff,4/9/1995,1/1/9999
463973,Christ,Bierbaum,Staff,4/9/1987,4/9/1995
463978,Pasqua,Pillow,Assistant Engineer,1/24/1988,1/24/1995
463978,Pasqua,Pillow,Engineer,1/24/1995,1/24/2002
463978,Pasqua,Pillow,Senior Engineer,1/24/2002,1/1/9999
463980,Howell,Etalle,Senior Staff,2/5/1993,1/1/9999
463980,Howell,Etalle,Staff,2/6/1987,2/5/1993
463993,Debaprosad,Serot,Engineer,11/6/1987,11/5/1993
463993,Debaprosad,Serot,Senior Engineer,11/5/1993,1/1/9999
464001,Shakhar,Lanphier,Engineer,4/3/1988,4/3/1994
464001,Shakhar,Lanphier,Senior Engineer,4/3/1994,1/1/9999
464005,Gino,Merli,Engineer,5/2/1992,5/2/1998
464005,Gino,Merli,Senior Engineer,5/2/1998,1/1/9999
464010,Constantijn,Uhrig,Senior Staff,6/4/1991,1/1/9999
464010,Constantijn,Uhrig,Staff,6/4/1986,6/4/1991
464020,Leaf,Kuzuoka,Engineer,5/19/1985,5/19/1993
464020,Leaf,Kuzuoka,Senior Engineer,5/19/1993,1/1/9999
464022,Bartek,Beznosov,Staff,10/30/1998,1/1/9999
464024,Bangqing,Yavatkar,Senior Engineer,3/31/1986,1/1/9999
464025,Brigham,Baezner,Engineer,8/23/1991,8/22/1996
464025,Brigham,Baezner,Senior Engineer,8/22/1996,1/1/9999
464033,Fan,Beilner,Engineer,6/2/1988,6/2/1993
464033,Fan,Beilner,Senior Engineer,6/2/1993,1/1/9999
464040,Hyuncheol,Kavraki,Staff,3/17/1997,1/1/9999
464050,Shan,Bratten,Senior Staff,4/22/1995,1/1/9999
464050,Shan,Bratten,Staff,4/22/1989,4/22/1995
464051,Horward,Worfolk,Senior Staff,11/13/1995,1/1/9999
464051,Horward,Worfolk,Staff,11/13/1987,11/13/1995
464054,Ger,Ranai,Engineer,7/14/1987,7/14/1995
464054,Ger,Ranai,Senior Engineer,7/14/1995,1/1/9999
464059,Harngdar,Rullman,Senior Staff,5/3/1999,1/1/9999
464089,Fox,Sommer,Senior Staff,3/7/1999,1/1/9999
464089,Fox,Sommer,Staff,3/6/1992,3/7/1999
464102,Sibyl,Maraist,Engineer,4/21/1990,4/20/1996
464102,Sibyl,Maraist,Senior Engineer,4/20/1996,1/1/9999
464125,Volkmar,Schrooten,Senior Staff,11/24/1987,1/1/9999
464140,Kolar,Broomell,Senior Staff,6/24/1994,1/1/9999
464140,Kolar,Broomell,Staff,6/24/1988,6/24/1994
464144,Mostafa,Ashish,Senior Staff,10/26/1995,1/1/9999
464144,Mostafa,Ashish,Staff,10/26/1987,10/26/1995
464151,Fumitake,Zumaque,Senior Staff,8/14/1986,1/1/9999
464153,Adly,Stavenow,Senior Staff,10/5/1995,1/1/9999
464153,Adly,Stavenow,Staff,10/4/1988,10/5/1995
464154,Lena,Baaz,Senior Staff,3/8/1995,1/1/9999
464154,Lena,Baaz,Staff,3/8/1986,3/8/1995
464155,Sachar,Horswill,Assistant Engineer,10/6/1996,1/1/9999
464160,Xiaoqiu,Knightly,Engineer,9/22/1994,1/1/9999
464174,Palash,Broomell,Technique Leader,8/30/1988,1/1/9999
464179,Weiru,Krogh,Senior Engineer,1/15/1992,1/1/9999
464194,Sakthirel,Brobst,Engineer,7/23/1988,7/23/1996
464194,Sakthirel,Brobst,Senior Engineer,7/23/1996,1/1/9999
464200,Junichi,Foong,Senior Staff,11/3/1992,1/1/9999
464200,Junichi,Foong,Staff,11/4/1987,11/3/1992
464206,Mantis,Hedayat,Senior Staff,2/1/1987,1/1/9999
464220,Sibyl,Shrader,Engineer,10/3/1987,10/2/1996
464220,Sibyl,Shrader,Senior Engineer,10/2/1996,1/1/9999
464242,Gen,Androutsos,Staff,1/12/1999,1/1/9999
464282,Chriss,Winter,Senior Engineer,12/13/1986,1/1/9999
464295,Jackson,Hebden,Engineer,8/22/1988,8/22/1993
464295,Jackson,Hebden,Senior Engineer,8/22/1993,1/1/9999
464310,Marit,Molenkamp,Senior Staff,12/18/1991,1/1/9999
464312,Gunilla,Terwilliger,Engineer,11/12/1991,11/12/1999
464312,Gunilla,Terwilliger,Senior Engineer,11/12/1999,1/1/9999
464319,Uzi,Lyonns,Senior Engineer,2/12/1995,1/1/9999
464322,Sandeepan,Sessa,Senior Staff,6/21/1992,1/1/9999
464322,Sandeepan,Sessa,Staff,6/22/1986,6/21/1992
464338,Cathie,Vickson,Technique Leader,4/12/1988,1/1/9999
464339,Chriss,Braccini,Staff,7/8/1998,1/1/9999
464346,Bernardo,Bazzichi,Senior Staff,3/4/1994,1/1/9999
464346,Bernardo,Bazzichi,Staff,3/4/1988,3/4/1994
464356,Baruch,Sigstam,Senior Staff,8/24/1999,1/1/9999
464356,Baruch,Sigstam,Staff,8/24/1991,8/24/1999
464365,Shaowen,Krogh,Senior Staff,6/30/1996,1/1/9999
464365,Shaowen,Krogh,Staff,7/1/1987,6/30/1996
464366,Demos,Krupka,Senior Engineer,5/17/1993,1/1/9999
464367,Achilleas,Zhang,Technique Leader,11/26/1997,1/1/9999
464372,Masadi,Dalton,Senior Staff,2/17/1996,1/1/9999
464372,Masadi,Dalton,Staff,2/17/1988,2/17/1996
464374,Peternela,Slutz,Senior Engineer,6/2/1991,1/1/9999
464383,Chandrasekaran,Nooteboom,Senior Staff,7/18/2000,1/1/9999
464383,Chandrasekaran,Nooteboom,Staff,7/19/1995,7/18/2000
464386,Radhakrishnan,Koblick,Senior Staff,2/12/1999,1/1/9999
464386,Radhakrishnan,Koblick,Staff,2/12/1994,2/12/1999
464417,Seongbin,Isaak,Engineer,4/8/1986,4/7/1992
464417,Seongbin,Isaak,Senior Engineer,4/7/1992,1/1/9999
464425,Shaunak,Murtafg,Senior Staff,8/30/1996,1/1/9999
464437,Steve,Kamble,Engineer,10/6/1988,10/6/1993
464437,Steve,Kamble,Senior Engineer,10/6/1993,1/1/9999
464439,Zhiguo,Verhaegen,Senior Staff,12/24/1993,1/1/9999
464439,Zhiguo,Verhaegen,Staff,12/25/1987,12/24/1993
464447,Youngkon,DuCasse,Senior Staff,3/9/1993,1/1/9999
464447,Youngkon,DuCasse,Staff,3/10/1987,3/9/1993
464454,Rosalyn,Anandan,Engineer,7/4/1988,7/4/1997
464454,Rosalyn,Anandan,Senior Engineer,7/4/1997,1/1/9999
464477,Xinan,Yurek,Senior Staff,4/12/2001,1/1/9999
464477,Xinan,Yurek,Staff,4/12/1994,4/12/2001
464478,Nathan,Denna,Engineer,8/17/1986,8/17/1991
464478,Nathan,Denna,Senior Engineer,8/17/1991,1/1/9999
464494,Eishiro,Veevers,Senior Staff,3/30/1987,1/1/9999
464504,Weiwu,Shrader,Senior Staff,5/16/2002,1/1/9999
464504,Weiwu,Shrader,Staff,5/16/1996,5/16/2002
464515,Owen,Baezner,Engineer,11/26/1986,11/26/1994
464515,Owen,Baezner,Senior Engineer,11/26/1994,1/1/9999
464524,Youssef,Minakawa,Senior Engineer,12/29/1998,1/1/9999
464534,Idoia,Angelopoulos,Senior Engineer,9/24/1986,1/1/9999
464542,Masako,Holburn,Senior Engineer,2/6/1987,1/1/9999
464544,Duke,Koshiba,Senior Staff,7/2/1994,1/1/9999
464544,Duke,Koshiba,Staff,7/2/1986,7/2/1994
464550,Xuedong,Lamparter,Senior Staff,1/29/1995,1/1/9999
464550,Xuedong,Lamparter,Staff,1/29/1988,1/29/1995
464555,Kellyn,Zastre,Senior Staff,4/21/1995,1/1/9999
464555,Kellyn,Zastre,Staff,4/21/1990,4/21/1995
464573,Kitty,Roison,Senior Engineer,9/8/1987,1/1/9999
464588,Xiaoshan,Pargas,Senior Staff,8/20/1996,1/1/9999
464588,Xiaoshan,Pargas,Staff,8/20/1988,8/20/1996
464599,Ramya,Collavizza,Staff,4/5/1998,1/1/9999
464600,Martijn,Osgood,Engineer,4/18/1987,4/18/1994
464600,Martijn,Osgood,Senior Engineer,4/18/1994,1/1/9999
464601,Honesty,Garigliano,Senior Engineer,2/1/1992,1/1/9999
464604,Tsutomu,Fiutem,Engineer,12/28/1985,12/28/1994
464604,Tsutomu,Fiutem,Senior Engineer,12/28/1994,1/1/9999
464614,Arto,Siksek,Engineer,2/11/1988,2/11/1996
464614,Arto,Siksek,Senior Engineer,2/11/1996,1/1/9999
464622,Minghong,Liesche,Senior Staff,1/16/1992,1/1/9999
464631,Greger,Vesna,Engineer,8/23/1986,8/23/1994
464631,Greger,Vesna,Senior Engineer,8/23/1994,1/1/9999
464639,Elgin,Hardjono,Senior Engineer,5/21/1985,1/1/9999
464640,Elvia,Fontet,Senior Staff,3/23/1991,1/1/9999
464640,Elvia,Fontet,Staff,3/23/1986,3/23/1991
464650,Sugwoo,Pramanik,Engineer,7/30/1986,7/30/1994
464650,Sugwoo,Pramanik,Senior Engineer,7/30/1994,1/1/9999
464654,Ohad,Pillow,Senior Staff,4/5/1997,1/1/9999
464657,Martine,Baba,Staff,12/19/1997,1/1/9999
464692,Paraskevi,Katiyar,Senior Staff,2/2/1987,1/1/9999
464695,Lech,Angel,Engineer,6/2/1989,6/2/1994
464695,Lech,Angel,Senior Engineer,6/2/1994,1/1/9999
464699,TRUE,Barriga,Technique Leader,12/22/1990,1/1/9999
464701,Hongzhu,Paludetto,Senior Staff,3/9/1995,1/1/9999
464701,Hongzhu,Paludetto,Staff,3/8/1988,3/9/1995
464708,Taizo,Bierman,Staff,2/11/1996,1/1/9999
464713,Xiaoheng,Marletta,Engineer,12/28/1987,12/27/1996
464713,Xiaoheng,Marletta,Senior Engineer,12/27/1996,1/1/9999
464724,Thanasis,Luon,Senior Staff,2/5/1990,1/1/9999
464724,Thanasis,Luon,Staff,2/5/1985,2/5/1990
464725,Sedat,Peac,Senior Engineer,1/14/1999,1/1/9999
464730,Susanna,Halloran,Senior Staff,12/10/1987,1/1/9999
464744,Ranan,Anick,Senior Staff,10/10/1991,1/1/9999
464744,Ranan,Anick,Staff,10/10/1985,10/10/1991
464757,Mingzeng,Brattka,Senior Engineer,5/4/1988,1/1/9999
464773,Yahiko,Leslie,Engineer,6/9/1990,6/9/1998
464773,Yahiko,Leslie,Senior Engineer,6/9/1998,1/1/9999
464799,Dipankar,Undy,Engineer,1/14/1987,1/14/1992
464799,Dipankar,Undy,Senior Engineer,1/14/1992,1/1/9999
464805,Sushant,Quittner,Senior Staff,7/4/1992,1/1/9999
464805,Sushant,Quittner,Staff,7/5/1987,7/4/1992
464818,Rasiah,Perez,Engineer,9/1/1988,9/1/1993
464818,Rasiah,Perez,Senior Engineer,9/1/1993,1/1/9999
464820,Seshu,Linnainmaa,Engineer,12/9/1997,1/1/9999
464839,Youjian,Marshall,Senior Staff,5/9/1997,1/1/9999
464839,Youjian,Marshall,Staff,5/9/1992,5/9/1997
464845,Toong,Hooghiemstra,Engineer,7/23/1986,7/23/1993
464845,Toong,Hooghiemstra,Senior Engineer,7/23/1993,1/1/9999
464853,Zhiwei,Schreiter,Engineer,12/24/1989,12/24/1998
464853,Zhiwei,Schreiter,Senior Engineer,12/24/1998,1/1/9999
464857,Limsoon,Magliocco,Senior Staff,3/7/1988,1/1/9999
464859,Hyuncheol,Bonifati,Engineer,4/17/1986,4/17/1991
464859,Hyuncheol,Bonifati,Senior Engineer,4/17/1991,1/1/9999
464864,Shen,Schmittgen,Senior Staff,10/12/1999,1/1/9999
464865,Jordanka,Hofmeyr,Engineer,11/13/1996,1/1/9999
464871,Tze,Alameldin,Technique Leader,4/22/1985,1/1/9999
464889,Berry,Hettesheimer,Engineer,6/20/1986,6/20/1994
464889,Berry,Hettesheimer,Senior Engineer,6/20/1994,1/1/9999
464906,Sachem,Stille,Engineer,3/28/1986,3/28/1994
464906,Sachem,Stille,Senior Engineer,3/28/1994,1/1/9999
464909,Claudi,Escriba,Engineer,9/27/1999,1/1/9999
464913,Shaunak,McDermid,Senior Staff,6/13/1993,1/1/9999
464913,Shaunak,McDermid,Staff,6/13/1985,6/13/1993
464914,Jinxi,Bolotov,Engineer,5/15/1986,5/15/1995
464914,Jinxi,Bolotov,Senior Engineer,5/15/1995,1/1/9999
464924,Tayeb,Auyong,Assistant Engineer,7/19/1991,7/19/1999
464924,Tayeb,Auyong,Engineer,7/19/1999,1/1/9999
464933,Alair,Kriebel,Technique Leader,4/13/1985,1/1/9999
464935,Nimmagadda,Ranst,Engineer,8/24/1997,1/1/9999
464937,Fai,Luit,Assistant Engineer,11/5/1997,1/1/9999
464939,Woody,Eugenio,Senior Staff,1/19/1990,1/1/9999
464942,Shiv,Alpin,Staff,2/13/1997,1/1/9999
464953,Toshimitsu,Winter,Engineer,3/17/1987,3/16/1993
464953,Toshimitsu,Winter,Senior Engineer,3/16/1993,1/1/9999
464974,Kiyokazu,Birdsall,Engineer,7/29/1991,7/28/1996
464974,Kiyokazu,Birdsall,Senior Engineer,7/28/1996,1/1/9999
464976,Licheng,Ecklund,Engineer,9/5/1988,9/5/1994
464976,Licheng,Ecklund,Senior Engineer,9/5/1994,1/1/9999
464996,Takahira,Lagarias,Senior Engineer,1/11/1998,1/1/9999
464999,Terresa,Nanard,Engineer,8/22/1986,8/22/1993
464999,Terresa,Nanard,Senior Engineer,8/22/1993,1/1/9999
465027,Valter,Schneeberger,Engineer,4/7/1988,4/7/1994
465027,Valter,Schneeberger,Senior Engineer,4/7/1994,1/1/9999
465033,Yuriy,Yetim,Senior Staff,7/26/1995,1/1/9999
465033,Yuriy,Yetim,Staff,7/25/1988,7/26/1995
465053,Adam,Navazio,Senior Staff,7/7/2000,1/1/9999
465053,Adam,Navazio,Staff,7/7/1992,7/7/2000
465054,Troy,Remmers,Senior Staff,4/11/1999,1/1/9999
465054,Troy,Remmers,Staff,4/11/1993,4/11/1999
465096,Denny,Facello,Engineer,8/21/1986,8/21/1991
465096,Denny,Facello,Senior Engineer,8/21/1991,1/1/9999
465098,Mircea,Iivonen,Engineer,6/2/1987,6/1/1996
465098,Mircea,Iivonen,Senior Engineer,6/1/1996,1/1/9999
465119,Radhakrishnan,Portugali,Senior Staff,12/14/1994,1/1/9999
465131,Heather,Buescher,Senior Staff,6/25/1994,1/1/9999
465131,Heather,Buescher,Staff,6/25/1986,6/25/1994
465134,Marlo,Rullman,Engineer,3/30/1985,3/30/1994
465134,Marlo,Rullman,Senior Engineer,3/30/1994,1/1/9999
465135,Jayson,Birge,Staff,11/22/1996,1/1/9999
465137,Shigeaki,Ermel,Senior Staff,11/18/2000,1/1/9999
465137,Shigeaki,Ermel,Staff,11/18/1992,11/18/2000
465146,Naftaly,Naumovich,Senior Staff,11/26/1996,1/1/9999
465146,Naftaly,Naumovich,Staff,11/27/1987,11/26/1996
465162,Iara,Hashii,Senior Staff,6/2/2001,1/1/9999
465162,Iara,Hashii,Staff,6/2/1994,6/2/2001
465194,Yechiam,Aloia,Engineer,3/6/1988,3/6/1994
465194,Yechiam,Aloia,Senior Engineer,3/6/1994,1/1/9999
465195,Khun,Birch,Engineer,1/4/1988,1/3/1993
465195,Khun,Birch,Senior Engineer,1/3/1993,1/1/9999
465199,Wojceich,Plotkin,Engineer,3/2/1997,3/2/2002
465199,Wojceich,Plotkin,Senior Engineer,3/2/2002,1/1/9999
465207,Saddek,Moffat,Senior Staff,3/7/1985,1/1/9999
